major_code,major_name,job_code,job_name,unit_code,unit_name,level,ksa_type,item
01,사업관리,010101,프로젝트관리(PM),010101_L2,프로젝트관리(PM) 초급 실무 및 정형 과업 수행,2,Skill(기술/도구),단위 결과물 산출
01,사업관리,010101,프로젝트관리(PM),010101_L2,프로젝트관리(PM) 초급 실무 및 정형 과업 수행,2,Attitude(태도),정확성과 꼼꼼함
01,사업관리,010101,프로젝트관리(PM),010101_L2,프로젝트관리(PM) 초급 실무 및 정형 과업 수행,2,Attitude(태도),기한 준수 책임감
01,사업관리,010101,프로젝트관리(PM),010101_L3,프로젝트관리(PM) 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),심화 모델링/설계 이론
01,사업관리,010101,프로젝트관리(PM),010101_L3,프로젝트관리(PM) 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),성능 지표(KPI) 분석법
01,사업관리,010101,프로젝트관리(PM),010101_L3,프로젝트관리(PM) 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),이슈 해결 방법론
01,사업관리,010101,프로젝트관리(PM),010101_L3,프로젝트관리(PM) 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),고급 도구/코드/기기 활용
01,사업관리,010101,프로젝트관리(PM),010101_L3,프로젝트관리(PM) 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),원인 분석 및 조치
01,사업관리,010101,프로젝트관리(PM),010101_L3,프로젝트관리(PM) 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),성과 분석 리포팅
01,사업관리,010101,프로젝트관리(PM),010101_L3,프로젝트관리(PM) 중급 독립 실무 및 문제해결 엔지니어링,3,Attitude(태도),분석적 사고력
01,사업관리,010101,프로젝트관리(PM),010101_L3,프로젝트관리(PM) 중급 독립 실무 및 문제해결 엔지니어링,3,Attitude(태도),타 부서와의 원활한 협업 소통
01,사업관리,010101,프로젝트관리(PM),010101_L4,프로젝트관리(PM) 고급 전문화 및 프로젝트/팀 리딩,4,Knowledge(지식),신기술 융합 아키텍처
01,사업관리,010101,프로젝트관리(PM),010101_L4,프로젝트관리(PM) 고급 전문화 및 프로젝트/팀 리딩,4,Knowledge(지식),프로젝트 관리론(PMBOK/Agile)
01,사업관리,010101,프로젝트관리(PM),010101_L4,프로젝트관리(PM) 고급 전문화 및 프로젝트/팀 리딩,4,Knowledge(지식),품질보증(QA) 거버넌스
01,사업관리,010101,프로젝트관리(PM),010101_L4,프로젝트관리(PM) 고급 전문화 및 프로젝트/팀 리딩,4,Skill(기술/도구),전체 시스템 아키텍처 설계
01,사업관리,010101,프로젝트관리(PM),010101_L4,프로젝트관리(PM) 고급 전문화 및 프로젝트/팀 리딩,4,Skill(기술/도구),애자일 스프린트 리딩
01,사업관리,010101,프로젝트관리(PM),010101_L4,프로젝트관리(PM) 고급 전문화 및 프로젝트/팀 리딩,4,Skill(기술/도구),신기술 PoC 검증
01,사업관리,010101,프로젝트관리(PM),010101_L4,프로젝트관리(PM) 고급 전문화 및 프로젝트/팀 리딩,4,Attitude(태도),혁신 지향 리더십
01,사업관리,010101,프로젝트관리(PM),010101_L4,프로젝트관리(PM) 고급 전문화 및 프로젝트/팀 리딩,4,Attitude(태도),동료 성장 멘토링 마인드
01,사업관리,010101,프로젝트관리(PM),010101_L5,프로젝트관리(PM) 전략 기획 및 전사 거버넌스 총괄,5,Knowledge(지식),경영 전략 및 자본 예산 배분
01,사업관리,010101,프로젝트관리(PM),010101_L5,프로젝트관리(PM) 전략 기획 및 전사 거버넌스 총괄,5,Knowledge(지식),국내외 규제 컴플라이언스
01,사업관리,010101,프로젝트관리(PM),010101_L5,프로젝트관리(PM) 전략 기획 및 전사 거버넌스 총괄,5,Knowledge(지식),엔터프라이즈 거버넌스
01,사업관리,010101,프로젝트관리(PM),010101_L5,프로젝트관리(PM) 전략 기획 및 전사 거버넌스 총괄,5,Skill(기술/도구),전사 로드맵 수립
01,사업관리,010101,프로젝트관리(PM),010101_L5,프로젝트관리(PM) 전략 기획 및 전사 거버넌스 총괄,5,Skill(기술/도구),투자 대비 성과(ROI) 모델링
01,사업관리,010101,프로젝트관리(PM),010101_L5,프로젝트관리(PM) 전략 기획 및 전사 거버넌스 총괄,5,Skill(기술/도구),최고 의사결정 전략 제언
01,사업관리,010101,프로젝트관리(PM),010101_L5,프로젝트관리(PM) 전략 기획 및 전사 거버넌스 총괄,5,Attitude(태도),거시적 통찰력
01,사업관리,010101,프로젝트관리(PM),010101_L5,프로젝트관리(PM) 전략 기획 및 전사 거버넌스 총괄,5,Attitude(태도),전략적 윤리 리더십
01,사업관리,010102,해외프로젝트관리,010102_L1,해외프로젝트관리 기초 입문 및 업무 환경 지원,1,Knowledge(지식),해외프로젝트관리 개론
01,사업관리,010102,해외프로젝트관리,010102_L1,해외프로젝트관리 기초 입문 및 업무 환경 지원,1,Knowledge(지식),표준 작업 지침서
01,사업관리,010102,해외프로젝트관리,010102_L1,해외프로젝트관리 기초 입문 및 업무 환경 지원,1,Knowledge(지식),기초 법령/규정
01,사업관리,010102,해외프로젝트관리,010102_L1,해외프로젝트관리 기초 입문 및 업무 환경 지원,1,Skill(기술/도구),기초 전산 툴 조작
01,사업관리,010102,해외프로젝트관리,010102_L1,해외프로젝트관리 기초 입문 및 업무 환경 지원,1,Skill(기술/도구),문서 서식 작성
01,사업관리,010102,해외프로젝트관리,010102_L1,해외프로젝트관리 기초 입문 및 업무 환경 지원,1,Skill(기술/도구),자료 검색 및 분류
01,사업관리,010102,해외프로젝트관리,010102_L1,해외프로젝트관리 기초 입문 및 업무 환경 지원,1,Attitude(태도),규정 준수 의식
01,사업관리,010102,해외프로젝트관리,010102_L1,해외프로젝트관리 기초 입문 및 업무 환경 지원,1,Attitude(태도),성실한 업무 지원 태도
01,사업관리,010102,해외프로젝트관리,010102_L2,해외프로젝트관리 초급 실무 및 정형 과업 수행,2,Knowledge(지식),해외프로젝트관리 실무 프로세스
01,사업관리,010102,해외프로젝트관리,010102_L2,해외프로젝트관리 초급 실무 및 정형 과업 수행,2,Knowledge(지식),단위 업무 품질 기준
01,사업관리,010102,해외프로젝트관리,010102_L2,해외프로젝트관리 초급 실무 및 정형 과업 수행,2,Knowledge(지식),데이터 검증 기법
01,사업관리,010102,해외프로젝트관리,010102_L2,해외프로젝트관리 초급 실무 및 정형 과업 수행,2,Skill(기술/도구),실무 도구/SW 조작
01,사업관리,010102,해외프로젝트관리,010102_L2,해외프로젝트관리 초급 실무 및 정형 과업 수행,2,Skill(기술/도구),데이터 정제 및 가공
01,사업관리,010102,해외프로젝트관리,010102_L2,해외프로젝트관리 초급 실무 및 정형 과업 수행,2,Skill(기술/도구),단위 결과물 산출
01,사업관리,010102,해외프로젝트관리,010102_L2,해외프로젝트관리 초급 실무 및 정형 과업 수행,2,Attitude(태도),정확성과 꼼꼼함
01,사업관리,010102,해외프로젝트관리,010102_L2,해외프로젝트관리 초급 실무 및 정형 과업 수행,2,Attitude(태도),기한 준수 책임감
01,사업관리,010102,해외프로젝트관리,010102_L3,해외프로젝트관리 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),심화 모델링/설계 이론
01,사업관리,010102,해외프로젝트관리,010102_L3,해외프로젝트관리 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),성능 지표(KPI) 분석법
01,사업관리,010102,해외프로젝트관리,010102_L3,해외프로젝트관리 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),이슈 해결 방법론
01,사업관리,010102,해외프로젝트관리,010102_L3,해외프로젝트관리 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),고급 도구/코드/기기 활용
01,사업관리,010102,해외프로젝트관리,010102_L3,해외프로젝트관리 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),원인 분석 및 조치
01,사업관리,010102,해외프로젝트관리,010102_L3,해외프로젝트관리 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),성과 분석 리포팅
01,사업관리,010102,해외프로젝트관리,010102_L3,해외프로젝트관리 중급 독립 실무 및 문제해결 엔지니어링,3,Attitude(태도),분석적 사고력
01,사업관리,010102,해외프로젝트관리,010102_L3,해외프로젝트관리 중급 독립 실무 및 문제해결 엔지니어링,3,Attitude(태도),타 부서와의 원활한 협업 소통
01,사업관리,010102,해외프로젝트관리,010102_L4,해외프로젝트관리 고급 전문화 및 프로젝트/팀 리딩,4,Knowledge(지식),신기술 융합 아키텍처
01,사업관리,010102,해외프로젝트관리,010102_L4,해외프로젝트관리 고급 전문화 및 프로젝트/팀 리딩,4,Knowledge(지식),프로젝트 관리론(PMBOK/Agile)
01,사업관리,010102,해외프로젝트관리,010102_L4,해외프로젝트관리 고급 전문화 및 프로젝트/팀 리딩,4,Knowledge(지식),품질보증(QA) 거버넌스
01,사업관리,010102,해외프로젝트관리,010102_L4,해외프로젝트관리 고급 전문화 및 프로젝트/팀 리딩,4,Skill(기술/도구),전체 시스템 아키텍처 설계
01,사업관리,010102,해외프로젝트관리,010102_L4,해외프로젝트관리 고급 전문화 및 프로젝트/팀 리딩,4,Skill(기술/도구),애자일 스프린트 리딩
01,사업관리,010102,해외프로젝트관리,010102_L4,해외프로젝트관리 고급 전문화 및 프로젝트/팀 리딩,4,Skill(기술/도구),신기술 PoC 검증
01,사업관리,010102,해외프로젝트관리,010102_L4,해외프로젝트관리 고급 전문화 및 프로젝트/팀 리딩,4,Attitude(태도),혁신 지향 리더십
01,사업관리,010102,해외프로젝트관리,010102_L4,해외프로젝트관리 고급 전문화 및 프로젝트/팀 리딩,4,Attitude(태도),동료 성장 멘토링 마인드
01,사업관리,010102,해외프로젝트관리,010102_L5,해외프로젝트관리 전략 기획 및 전사 거버넌스 총괄,5,Knowledge(지식),경영 전략 및 자본 예산 배분
01,사업관리,010102,해외프로젝트관리,010102_L5,해외프로젝트관리 전략 기획 및 전사 거버넌스 총괄,5,Knowledge(지식),국내외 규제 컴플라이언스
01,사업관리,010102,해외프로젝트관리,010102_L5,해외프로젝트관리 전략 기획 및 전사 거버넌스 총괄,5,Knowledge(지식),엔터프라이즈 거버넌스
01,사업관리,010102,해외프로젝트관리,010102_L5,해외프로젝트관리 전략 기획 및 전사 거버넌스 총괄,5,Skill(기술/도구),전사 로드맵 수립
01,사업관리,010102,해외프로젝트관리,010102_L5,해외프로젝트관리 전략 기획 및 전사 거버넌스 총괄,5,Skill(기술/도구),투자 대비 성과(ROI) 모델링
01,사업관리,010102,해외프로젝트관리,010102_L5,해외프로젝트관리 전략 기획 및 전사 거버넌스 총괄,5,Skill(기술/도구),최고 의사결정 전략 제언
01,사업관리,010102,해외프로젝트관리,010102_L5,해외프로젝트관리 전략 기획 및 전사 거버넌스 총괄,5,Attitude(태도),거시적 통찰력
01,사업관리,010102,해외프로젝트관리,010102_L5,해외프로젝트관리 전략 기획 및 전사 거버넌스 총괄,5,Attitude(태도),전략적 윤리 리더십
01,사업관리,010103,사업기획,010103_L1,사업기획 기초 입문 및 업무 환경 지원,1,Knowledge(지식),사업기획 개론
01,사업관리,010103,사업기획,010103_L1,사업기획 기초 입문 및 업무 환경 지원,1,Knowledge(지식),표준 작업 지침서
01,사업관리,010103,사업기획,010103_L1,사업기획 기초 입문 및 업무 환경 지원,1,Knowledge(지식),기초 법령/규정
01,사업관리,010103,사업기획,010103_L1,사업기획 기초 입문 및 업무 환경 지원,1,Skill(기술/도구),기초 전산 툴 조작
01,사업관리,010103,사업기획,010103_L1,사업기획 기초 입문 및 업무 환경 지원,1,Skill(기술/도구),문서 서식 작성
01,사업관리,010103,사업기획,010103_L1,사업기획 기초 입문 및 업무 환경 지원,1,Skill(기술/도구),자료 검색 및 분류
01,사업관리,010103,사업기획,010103_L1,사업기획 기초 입문 및 업무 환경 지원,1,Attitude(태도),규정 준수 의식
01,사업관리,010103,사업기획,010103_L1,사업기획 기초 입문 및 업무 환경 지원,1,Attitude(태도),성실한 업무 지원 태도
01,사업관리,010103,사업기획,010103_L2,사업기획 초급 실무 및 정형 과업 수행,2,Knowledge(지식),사업기획 실무 프로세스
01,사업관리,010103,사업기획,010103_L2,사업기획 초급 실무 및 정형 과업 수행,2,Knowledge(지식),단위 업무 품질 기준
01,사업관리,010103,사업기획,010103_L2,사업기획 초급 실무 및 정형 과업 수행,2,Knowledge(지식),데이터 검증 기법
01,사업관리,010103,사업기획,010103_L2,사업기획 초급 실무 및 정형 과업 수행,2,Skill(기술/도구),실무 도구/SW 조작
01,사업관리,010103,사업기획,010103_L2,사업기획 초급 실무 및 정형 과업 수행,2,Skill(기술/도구),데이터 정제 및 가공
01,사업관리,010103,사업기획,010103_L2,사업기획 초급 실무 및 정형 과업 수행,2,Skill(기술/도구),단위 결과물 산출
01,사업관리,010103,사업기획,010103_L2,사업기획 초급 실무 및 정형 과업 수행,2,Attitude(태도),정확성과 꼼꼼함
01,사업관리,010103,사업기획,010103_L2,사업기획 초급 실무 및 정형 과업 수행,2,Attitude(태도),기한 준수 책임감
01,사업관리,010103,사업기획,010103_L3,사업기획 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),심화 모델링/설계 이론
01,사업관리,010103,사업기획,010103_L3,사업기획 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),성능 지표(KPI) 분석법
01,사업관리,010103,사업기획,010103_L3,사업기획 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),이슈 해결 방법론
01,사업관리,010103,사업기획,010103_L3,사업기획 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),고급 도구/코드/기기 활용
01,사업관리,010103,사업기획,010103_L3,사업기획 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),원인 분석 및 조치
01,사업관리,010103,사업기획,010103_L3,사업기획 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),성과 분석 리포팅
01,사업관리,010103,사업기획,010103_L3,사업기획 중급 독립 실무 및 문제해결 엔지니어링,3,Attitude(태도),분석적 사고력
01,사업관리,010103,사업기획,010103_L3,사업기획 중급 독립 실무 및 문제해결 엔지니어링,3,Attitude(태도),타 부서와의 원활한 협업 소통
01,사업관리,010103,사업기획,010103_L4,사업기획 고급 전문화 및 프로젝트/팀 리딩,4,Knowledge(지식),신기술 융합 아키텍처
01,사업관리,010103,사업기획,010103_L4,사업기획 고급 전문화 및 프로젝트/팀 리딩,4,Knowledge(지식),프로젝트 관리론(PMBOK/Agile)
01,사업관리,010103,사업기획,010103_L4,사업기획 고급 전문화 및 프로젝트/팀 리딩,4,Knowledge(지식),품질보증(QA) 거버넌스
01,사업관리,010103,사업기획,010103_L4,사업기획 고급 전문화 및 프로젝트/팀 리딩,4,Skill(기술/도구),전체 시스템 아키텍처 설계
01,사업관리,010103,사업기획,010103_L4,사업기획 고급 전문화 및 프로젝트/팀 리딩,4,Skill(기술/도구),애자일 스프린트 리딩
01,사업관리,010103,사업기획,010103_L4,사업기획 고급 전문화 및 프로젝트/팀 리딩,4,Skill(기술/도구),신기술 PoC 검증
01,사업관리,010103,사업기획,010103_L4,사업기획 고급 전문화 및 프로젝트/팀 리딩,4,Attitude(태도),혁신 지향 리더십
01,사업관리,010103,사업기획,010103_L4,사업기획 고급 전문화 및 프로젝트/팀 리딩,4,Attitude(태도),동료 성장 멘토링 마인드
01,사업관리,010103,사업기획,010103_L5,사업기획 전략 기획 및 전사 거버넌스 총괄,5,Knowledge(지식),경영 전략 및 자본 예산 배분
01,사업관리,010103,사업기획,010103_L5,사업기획 전략 기획 및 전사 거버넌스 총괄,5,Knowledge(지식),국내외 규제 컴플라이언스
01,사업관리,010103,사업기획,010103_L5,사업기획 전략 기획 및 전사 거버넌스 총괄,5,Knowledge(지식),엔터프라이즈 거버넌스
01,사업관리,010103,사업기획,010103_L5,사업기획 전략 기획 및 전사 거버넌스 총괄,5,Skill(기술/도구),전사 로드맵 수립
01,사업관리,010103,사업기획,010103_L5,사업기획 전략 기획 및 전사 거버넌스 총괄,5,Skill(기술/도구),투자 대비 성과(ROI) 모델링
01,사업관리,010103,사업기획,010103_L5,사업기획 전략 기획 및 전사 거버넌스 총괄,5,Skill(기술/도구),최고 의사결정 전략 제언
01,사업관리,010103,사업기획,010103_L5,사업기획 전략 기획 및 전사 거버넌스 총괄,5,Attitude(태도),거시적 통찰력
01,사업관리,010103,사업기획,010103_L5,사업기획 전략 기획 및 전사 거버넌스 총괄,5,Attitude(태도),전략적 윤리 리더십
01,사업관리,010104,경영평가,010104_L1,경영평가 기초 입문 및 업무 환경 지원,1,Knowledge(지식),경영평가 개론
01,사업관리,010104,경영평가,010104_L1,경영평가 기초 입문 및 업무 환경 지원,1,Knowledge(지식),표준 작업 지침서
01,사업관리,010104,경영평가,010104_L1,경영평가 기초 입문 및 업무 환경 지원,1,Knowledge(지식),기초 법령/규정
01,사업관리,010104,경영평가,010104_L1,경영평가 기초 입문 및 업무 환경 지원,1,Skill(기술/도구),기초 전산 툴 조작
01,사업관리,010104,경영평가,010104_L1,경영평가 기초 입문 및 업무 환경 지원,1,Skill(기술/도구),문서 서식 작성
01,사업관리,010104,경영평가,010104_L1,경영평가 기초 입문 및 업무 환경 지원,1,Skill(기술/도구),자료 검색 및 분류
01,사업관리,010104,경영평가,010104_L1,경영평가 기초 입문 및 업무 환경 지원,1,Attitude(태도),규정 준수 의식
01,사업관리,010104,경영평가,010104_L1,경영평가 기초 입문 및 업무 환경 지원,1,Attitude(태도),성실한 업무 지원 태도
01,사업관리,010104,경영평가,010104_L2,경영평가 초급 실무 및 정형 과업 수행,2,Knowledge(지식),경영평가 실무 프로세스
01,사업관리,010104,경영평가,010104_L2,경영평가 초급 실무 및 정형 과업 수행,2,Knowledge(지식),단위 업무 품질 기준
01,사업관리,010104,경영평가,010104_L2,경영평가 초급 실무 및 정형 과업 수행,2,Knowledge(지식),데이터 검증 기법
01,사업관리,010104,경영평가,010104_L2,경영평가 초급 실무 및 정형 과업 수행,2,Skill(기술/도구),실무 도구/SW 조작
01,사업관리,010104,경영평가,010104_L2,경영평가 초급 실무 및 정형 과업 수행,2,Skill(기술/도구),데이터 정제 및 가공
01,사업관리,010104,경영평가,010104_L2,경영평가 초급 실무 및 정형 과업 수행,2,Skill(기술/도구),단위 결과물 산출
01,사업관리,010104,경영평가,010104_L2,경영평가 초급 실무 및 정형 과업 수행,2,Attitude(태도),정확성과 꼼꼼함
01,사업관리,010104,경영평가,010104_L2,경영평가 초급 실무 및 정형 과업 수행,2,Attitude(태도),기한 준수 책임감
01,사업관리,010104,경영평가,010104_L3,경영평가 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),심화 모델링/설계 이론
01,사업관리,010104,경영평가,010104_L3,경영평가 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),성능 지표(KPI) 분석법
01,사업관리,010104,경영평가,010104_L3,경영평가 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),이슈 해결 방법론
01,사업관리,010104,경영평가,010104_L3,경영평가 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),고급 도구/코드/기기 활용
01,사업관리,010104,경영평가,010104_L3,경영평가 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),원인 분석 및 조치
01,사업관리,010104,경영평가,010104_L3,경영평가 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),성과 분석 리포팅
01,사업관리,010104,경영평가,010104_L3,경영평가 중급 독립 실무 및 문제해결 엔지니어링,3,Attitude(태도),분석적 사고력
01,사업관리,010104,경영평가,010104_L3,경영평가 중급 독립 실무 및 문제해결 엔지니어링,3,Attitude(태도),타 부서와의 원활한 협업 소통
01,사업관리,010104,경영평가,010104_L4,경영평가 고급 전문화 및 프로젝트/팀 리딩,4,Knowledge(지식),신기술 융합 아키텍처
01,사업관리,010104,경영평가,010104_L4,경영평가 고급 전문화 및 프로젝트/팀 리딩,4,Knowledge(지식),프로젝트 관리론(PMBOK/Agile)
01,사업관리,010104,경영평가,010104_L4,경영평가 고급 전문화 및 프로젝트/팀 리딩,4,Knowledge(지식),품질보증(QA) 거버넌스
01,사업관리,010104,경영평가,010104_L4,경영평가 고급 전문화 및 프로젝트/팀 리딩,4,Skill(기술/도구),전체 시스템 아키텍처 설계
01,사업관리,010104,경영평가,010104_L4,경영평가 고급 전문화 및 프로젝트/팀 리딩,4,Skill(기술/도구),애자일 스프린트 리딩
01,사업관리,010104,경영평가,010104_L4,경영평가 고급 전문화 및 프로젝트/팀 리딩,4,Skill(기술/도구),신기술 PoC 검증
01,사업관리,010104,경영평가,010104_L4,경영평가 고급 전문화 및 프로젝트/팀 리딩,4,Attitude(태도),혁신 지향 리더십
01,사업관리,010104,경영평가,010104_L4,경영평가 고급 전문화 및 프로젝트/팀 리딩,4,Attitude(태도),동료 성장 멘토링 마인드
01,사업관리,010104,경영평가,010104_L5,경영평가 전략 기획 및 전사 거버넌스 총괄,5,Knowledge(지식),경영 전략 및 자본 예산 배분
01,사업관리,010104,경영평가,010104_L5,경영평가 전략 기획 및 전사 거버넌스 총괄,5,Knowledge(지식),국내외 규제 컴플라이언스
01,사업관리,010104,경영평가,010104_L5,경영평가 전략 기획 및 전사 거버넌스 총괄,5,Knowledge(지식),엔터프라이즈 거버넌스
01,사업관리,010104,경영평가,010104_L5,경영평가 전략 기획 및 전사 거버넌스 총괄,5,Skill(기술/도구),전사 로드맵 수립
01,사업관리,010104,경영평가,010104_L5,경영평가 전략 기획 및 전사 거버넌스 총괄,5,Skill(기술/도구),투자 대비 성과(ROI) 모델링
01,사업관리,010104,경영평가,010104_L5,경영평가 전략 기획 및 전사 거버넌스 총괄,5,Skill(기술/도구),최고 의사결정 전략 제언
01,사업관리,010104,경영평가,010104_L5,경영평가 전략 기획 및 전사 거버넌스 총괄,5,Attitude(태도),거시적 통찰력
01,사업관리,010104,경영평가,010104_L5,경영평가 전략 기획 및 전사 거버넌스 총괄,5,Attitude(태도),전략적 윤리 리더십
01,사업관리,010105,성과관리,010105_L1,성과관리 기초 입문 및 업무 환경 지원,1,Knowledge(지식),성과관리 개론
01,사업관리,010105,성과관리,010105_L1,성과관리 기초 입문 및 업무 환경 지원,1,Knowledge(지식),표준 작업 지침서
01,사업관리,010105,성과관리,010105_L1,성과관리 기초 입문 및 업무 환경 지원,1,Knowledge(지식),기초 법령/규정
01,사업관리,010105,성과관리,010105_L1,성과관리 기초 입문 및 업무 환경 지원,1,Skill(기술/도구),기초 전산 툴 조작
01,사업관리,010105,성과관리,010105_L1,성과관리 기초 입문 및 업무 환경 지원,1,Skill(기술/도구),문서 서식 작성
01,사업관리,010105,성과관리,010105_L1,성과관리 기초 입문 및 업무 환경 지원,1,Skill(기술/도구),자료 검색 및 분류
01,사업관리,010105,성과관리,010105_L1,성과관리 기초 입문 및 업무 환경 지원,1,Attitude(태도),규정 준수 의식
01,사업관리,010105,성과관리,010105_L1,성과관리 기초 입문 및 업무 환경 지원,1,Attitude(태도),성실한 업무 지원 태도
01,사업관리,010105,성과관리,010105_L2,성과관리 초급 실무 및 정형 과업 수행,2,Knowledge(지식),성과관리 실무 프로세스
01,사업관리,010105,성과관리,010105_L2,성과관리 초급 실무 및 정형 과업 수행,2,Knowledge(지식),단위 업무 품질 기준
01,사업관리,010105,성과관리,010105_L2,성과관리 초급 실무 및 정형 과업 수행,2,Knowledge(지식),데이터 검증 기법
01,사업관리,010105,성과관리,010105_L2,성과관리 초급 실무 및 정형 과업 수행,2,Skill(기술/도구),실무 도구/SW 조작
01,사업관리,010105,성과관리,010105_L2,성과관리 초급 실무 및 정형 과업 수행,2,Skill(기술/도구),데이터 정제 및 가공
01,사업관리,010105,성과관리,010105_L2,성과관리 초급 실무 및 정형 과업 수행,2,Skill(기술/도구),단위 결과물 산출
01,사업관리,010105,성과관리,010105_L2,성과관리 초급 실무 및 정형 과업 수행,2,Attitude(태도),정확성과 꼼꼼함
01,사업관리,010105,성과관리,010105_L2,성과관리 초급 실무 및 정형 과업 수행,2,Attitude(태도),기한 준수 책임감
01,사업관리,010105,성과관리,010105_L3,성과관리 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),심화 모델링/설계 이론
01,사업관리,010105,성과관리,010105_L3,성과관리 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),성능 지표(KPI) 분석법
01,사업관리,010105,성과관리,010105_L3,성과관리 중급 독립 실무 및 문제해결 엔지니어링,3,Knowledge(지식),이슈 해결 방법론
01,사업관리,010105,성과관리,010105_L3,성과관리 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),고급 도구/코드/기기 활용
01,사업관리,010105,성과관리,010105_L3,성과관리 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),원인 분석 및 조치
01,사업관리,010105,성과관리,010105_L3,성과관리 중급 독립 실무 및 문제해결 엔지니어링,3,Skill(기술/도구),성과 분석 리포팅
01,사업관리,010105,성과관리,010105_L3,성과관리 중급 독립 실무 및 문제해결 엔지니어링,3,Attitude(태도),분석적 사고력
01,사업관리,010105,성과관리,010105_L3,성과관리 중급 독립 실무 및 문제해결 엔지니어링,3,Attitude(태도),타 부서와의 원활한 협업 소통
01,사업관리,010105,성과관리,010105_L4,성과관리 고급 전문화 및 프로젝트/팀 리딩,4,Knowledge(지식),신기술 융합 아키텍처
01,사업관리,010105,성과관리,010105_L4,성과관리 고급 전문화 및 프로젝트/팀 리딩,4,Knowledge(지식),프로젝트 관리론(PMBOK/Agile)
